Table Names,고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익,반품?,관리자
영업 실적 2017년.xlsx/영업 실적 2017년,6770,IN-2017-77913,2017-11-23,2017-11-23,당일 배송,GM-14680,남채리,소비자,옹진군,인천광역시,대한민국,수도권,TEC-AC-10001090,사무기기,악세사리,"Enermax Mouse, Programmable",51150.96,2,0.4,3353.76,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6771,IN-2017-77913,2017-11-23,2017-11-23,당일 배송,GM-14680,남채리,소비자,옹진군,인천광역시,대한민국,수도권,FUR-FU-10000514,가구,가구류,"Deflect-O Photo Frame, Erganomic",92754.72,3,0.4,4626.72,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6775,IN-2017-51271,2017-10-07,2017-10-11,표준 배송,EH-13990,차성종,소비자,북구,광주광역시,대한민국,호남,TEC-PH-10002806,사무기기,전화기,"Apple Audio Dock, VoIP",681278.4,4,0,156672,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6776,IN-2017-51271,2017-10-07,2017-10-11,표준 배송,EH-13990,차성종,소비자,북구,광주광역시,대한민국,호남,TEC-PH-10003348,사무기기,전화기,"Cisco Speaker Phone, with Caller ID",423748.8,3,0,173685.6,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6777,IN-2017-51271,2017-10-07,2017-10-11,표준 배송,EH-13990,차성종,소비자,북구,광주광역시,대한민국,호남,TEC-PH-10001002,사무기기,전화기,"Apple Signal Booster, Full Size",984891.6,7,0,384060.6,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6778,IN-2017-51271,2017-10-07,2017-10-11,표준 배송,EH-13990,차성종,소비자,북구,광주광역시,대한민국,호남,FUR-FU-10004503,가구,가구류,"Tenex Photo Frame, Black",211507.2,4,0,80294.4,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6779,IN-2017-61960,2017-12-08,2017-12-14,표준 배송,PO-18865,최유미,소비자,울주군,울산광역시,대한민국,영남,FUR-BO-10002682,가구,책장,"Safco Stackable Bookrack, Mobile",607838.4,4,0,72828,,최진수
영업 실적 2017년.xlsx/영업 실적 2017년,6791,IN-2017-54533,2017-09-16,2017-09-21,표준 배송,NC-18415,윤성주,소비자,함평군,전라남도,대한민국,호남,OFF-PA-10000924,사무용품,종이,"Green Bar Message Books, Multicolor",25704,1,0,1530,Yes,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6792,IN-2017-54533,2017-09-16,2017-09-21,표준 배송,NC-18415,윤성주,소비자,함평군,전라남도,대한민국,호남,FUR-FU-10003451,가구,가구류,"Eldon Frame, Black",237150,2,0,18972,Yes,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6793,IN-2017-54533,2017-09-16,2017-09-21,표준 배송,NC-18415,윤성주,소비자,함평군,전라남도,대한민국,호남,OFF-SU-10001407,사무용품,일반 사무용품,"Fiskars Trimmer, Easy Grip",268790.4,6,0,61689.6,Yes,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6802,IN-2017-27408,2017-12-06,2017-12-10,빠른 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,수도권,TEC-AC-10002533,사무기기,악세사리,"Enermax Memory Card, USB",935136,8,0,149572.8,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6805,IN-2017-62331,2017-05-24,2017-05-30,표준 배송,RE-19405,오주경,소비자,강남구,서울특별시,대한민국,수도권,OFF-EN-10000219,사무용품,봉투,"Jiffy Clasp Envelope, Recycled",6719.76,1,0.1,1334.16,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6806,IN-2017-62331,2017-05-24,2017-05-30,표준 배송,RE-19405,오주경,소비자,강남구,서울특별시,대한민국,수도권,OFF-LA-10000436,사무용품,라벨,"Novimex File Folder Labels, 5000 Label Set",39657.6,5,0.1,-122.4,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6822,IN-2017-76163,2017-06-30,2017-07-04,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,OFF-PA-10000579,사무용품,종이,"Xerox Computer Printout Paper, Recycled",80325,3,0,28090.8,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6823,IN-2017-76163,2017-06-30,2017-07-04,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,OFF-BI-10004120,사무용품,바인더,"Ibico 3-Hole Punch, Durable",97767,3,0,23409,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6824,IN-2017-76163,2017-06-30,2017-07-04,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,OFF-ST-10003334,사무용품,수납용품,"Smead Trays, Wire Frame",388008,8,0,69768,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6825,IN-2017-76163,2017-06-30,2017-07-04,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,TEC-AC-10000053,사무기기,악세사리,"SanDisk Router, USB",1308456,5,0,641070,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6836,IN-2017-13723,2017-12-28,2017-12-30,특급 배송,VD-21670,진라연,소비자,군포시,경기도,대한민국,수도권,OFF-LA-10001292,사무용품,라벨,"Smead File Folder Labels, Adjustable",32987.412,9,0.47,1041.012,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6837,IN-2017-13723,2017-12-28,2017-12-30,특급 배송,VD-21670,진라연,소비자,군포시,경기도,대한민국,수도권,FUR-BO-10002738,가구,책장,"Sauder Corner Shelving, Mobile",284238.504,2,0.07,-12275.496,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6838,IN-2017-27471,2017-09-04,2017-09-08,표준 배송,LO-17170,손잔디,기업 고객,동작구,서울특별시,대한민국,수도권,FUR-BO-10002510,가구,책장,"Bush 3-Shelf Cabinet, Mobile",446423.4,3,0,58017.6,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6845,IN-2017-45020,2017-01-19,2017-01-23,표준 배송,PW-19030,민형석,기업 고객,고창군,전라북도,대한민국,호남,TEC-CO-10004267,사무기기,복사기,"Brother Ink, Laser",283964.94,3,0.37,-108204.66,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6846,IN-2017-78501,2017-01-17,2017-01-21,표준 배송,TW-21025,박동광,홈 오피스,예산군,충청남도,대한민국,충청,OFF-AR-10004138,사무용품,필기구,"Stanley Pens, Easy-Erase",18947.52,2,0.1,5238.72,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6847,IN-2017-22249,2017-03-12,2017-03-16,표준 배송,SG-20605,노현선,소비자,남원시,전라북도,대한민국,호남,TEC-AC-10002455,사무기기,악세사리,"Logitech Flash Drive, Programmable",264466.62,9,0.1,64526.22,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6849,ID-2017-50501,2017-06-18,2017-06-21,특급 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,FUR-TA-10000222,가구,탁자,"Bevis Training Table, Adjustable Height",729096.408,4,0.47,-110077.992,,최진수
영업 실적 2017년.xlsx/영업 실적 2017년,6850,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,FUR-BO-10000071,가구,책장,"Safco 3-Shelf Cabinet, Metal",557914.5,5,0.35,102892.5,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6851,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,FUR-CH-10004312,가구,의자,"Hon Bag Chairs, Set of Two",217566,6,0.25,-2937.6,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6852,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,OFF-BI-10001032,사무용품,바인더,"Avery Binding Machine, Recycled",213282,5,0.15,45135,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6853,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,OFF-SU-10000970,사무용품,일반 사무용품,"Elite Box Cutter, Easy Grip",163856.88,8,0.45,-95386.32,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6854,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,OFF-BI-10002558,사무용품,바인더,"Cardinal Binder Covers, Economy",20808,2,0.15,-1224,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6855,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,TEC-CO-10000565,사무기기,복사기,"Canon Fax and Copier, Color",255626.28,2,0.35,51095.88,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6856,IN-2017-41394,2017-11-26,2017-12-01,표준 배송,AG-10675,손문희,소비자,동대문구,서울특별시,대한민국,수도권,FUR-BO-10001155,가구,책장,"Dania 3-Shelf Cabinet, Traditional",187562.7,2,0.35,-83736.9,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6861,IN-2017-51390,2017-06-14,2017-06-18,표준 배송,RB-19705,백종수,홈 오피스,서대문구,서울특별시,대한민국,수도권,FUR-CH-10000660,가구,의자,"Novimex Executive Leather Armchair, Adjustable",339180.192,1,0.27,18583.992,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6867,IN-2017-68904,2017-09-27,2017-10-01,표준 배송,AH-10690,조만규,기업 고객,유성구,대전광역시,대한민국,충청,OFF-PA-10004943,사무용품,종이,"Enermax Memo Slips, 8.5 x 11",40392,2,0,17319.6,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6868,IN-2017-68904,2017-09-27,2017-10-01,표준 배송,AH-10690,조만규,기업 고객,유성구,대전광역시,대한민국,충청,OFF-SU-10003717,사무용품,일반 사무용품,"Stiletto Ruler, Serrated",47246.4,4,0,3304.8,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6869,IN-2017-68904,2017-09-27,2017-10-01,표준 배송,AH-10690,조만규,기업 고객,유성구,대전광역시,대한민국,충청,OFF-BI-10001326,사무용품,바인더,"Cardinal Binder, Recycled",43421.4,3,0,10832.4,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6870,IN-2017-68904,2017-09-27,2017-10-01,표준 배송,AH-10690,조만규,기업 고객,유성구,대전광역시,대한민국,충청,FUR-BO-10004806,가구,책장,"Safco Corner Shelving, Traditional",762246,5,0,289629,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6871,IN-2017-68904,2017-09-27,2017-10-01,표준 배송,AH-10690,조만규,기업 고객,유성구,대전광역시,대한민국,충청,OFF-PA-10003418,사무용품,종이,"Enermax Memo Slips, Multicolor",104468.4,6,0,35434.8,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6880,ID-2017-54834,2017-08-19,2017-08-23,표준 배송,VF-21715,윤그린,홈 오피스,송파구,서울특별시,대한민국,수도권,FUR-FU-10004074,가구,가구류,"Advantus Stacking Tray, Erganomic",95586.75,5,0.25,-1415.25,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6886,IN-2017-69366,2017-01-09,2017-01-14,표준 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,OFF-LA-10000668,사무용품,라벨,"Smead Removable Labels, Adjustable",46097.37,5,0.17,18251.37,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6887,IN-2017-69366,2017-01-09,2017-01-14,표준 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,TEC-AC-10000354,사무기기,악세사리,"Belkin Numeric Keypad, USB",180214.416,6,0.47,-159812.784,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6888,IN-2017-69366,2017-01-09,2017-01-14,표준 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,OFF-BI-10003874,사무용품,바인더,"Avery Index Tab, Clear",9803.628,2,0.17,72.828,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6889,IN-2017-69366,2017-01-09,2017-01-14,표준 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,TEC-PH-10003823,사무기기,전화기,"Apple Headset, Full Size",126228.06,2,0.17,33448.86,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6900,IN-2017-15165,2017-10-18,2017-10-20,빠른 배송,MG-17680,남유비,홈 오피스,양평군,경기도,대한민국,수도권,OFF-SU-10001618,사무용품,일반 사무용품,"Kleencut Letter Opener, Easy Grip",146268,5,0,52632,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6931,IN-2017-35857,2017-02-02,2017-02-07,표준 배송,DN-13690,안성욱,소비자,유성구,대전광역시,대한민국,충청,FUR-FU-10001507,가구,가구류,"Rubbermaid Light Bulb, Duo Pack",34700.4,2,0.1,8078.4,Yes,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,6933,IN-2017-13492,2017-10-27,2017-10-29,빠른 배송,AJ-10945,한규화,소비자,정읍시,전라북도,대한민국,호남,OFF-BI-10002792,사무용품,바인더,"Ibico Index Tab, Durable",23638.5,5,0.5,-11857.5,Yes,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6934,IN-2017-13492,2017-10-27,2017-10-29,빠른 배송,AJ-10945,한규화,소비자,정읍시,전라북도,대한민국,호남,OFF-PA-10003550,사무용품,종이,"Eaton Cards & Envelopes, Recycled",91983.6,4,0.5,-64443.6,Yes,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6936,IN-2017-76989,2017-07-20,2017-07-21,특급 배송,BG-11740,서규헌,소비자,광명시,경기도,대한민국,수도권,TEC-PH-10004664,사무기기,전화기,"Nokia Smart Phone, with Caller ID",2606752.8,4,0,677728.8,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6937,IN-2017-76989,2017-07-20,2017-07-21,특급 배송,BG-11740,서규헌,소비자,광명시,경기도,대한민국,수도권,TEC-MA-10002389,사무기기,전산기기,"StarTech Receipt Printer, White",1000528.2,9,0,220044.6,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6945,IN-2017-70402,2017-07-29,2017-08-03,표준 배송,BD-11500,성선엽,소비자,군포시,경기도,대한민국,수도권,OFF-PA-10003416,사무용품,종이,"Green Bar Parchment Paper, Recycled",33843.6,2,0,3366,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6965,ID-2017-47155,2017-06-23,2017-06-25,특급 배송,AR-10405,신상호,기업 고객,고양시,경기도,대한민국,수도권,FUR-BO-10001749,가구,책장,"Bush Classic Bookcase, Traditional",631400.4,3,0.5,-555665.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6967,IN-2017-17594,2017-09-23,2017-09-28,빠른 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,수도권,TEC-PH-10001751,사무기기,전화기,"Samsung Smart Phone, Cordless",1955340,3,0,703922.4,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6968,IN-2017-17594,2017-09-23,2017-09-28,빠른 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,수도권,FUR-BO-10004537,가구,책장,"Dania Floating Shelf Set, Mobile",701229.6,4,0,259365.6,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6969,IN-2017-17594,2017-09-23,2017-09-28,빠른 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,수도권,TEC-PH-10002601,사무기기,전화기,"Motorola Smart Phone, Cordless",655635.6,1,0,26224.2,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6970,IN-2017-17594,2017-09-23,2017-09-28,빠른 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,수도권,OFF-FA-10001526,사무용품,파스너,"Stockwell Rubber Bands, 12 Pack",32558.4,2,0,10404,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,6972,IN-2017-16215,2017-11-15,2017-11-21,표준 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,OFF-SU-10000207,사무용품,일반 사무용품,"Kleencut Box Cutter, High Speed",141372,4,0,33904.8,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6973,IN-2017-16215,2017-11-15,2017-11-21,표준 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,OFF-FA-10001184,사무용품,파스너,"Stockwell Staples, Assorted Sizes",42075,5,0,1989,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6974,IN-2017-16215,2017-11-15,2017-11-21,표준 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,FUR-FU-10001942,가구,가구류,"Eldon Frame, Duo Pack",355908.6,3,0,106763.4,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6975,IN-2017-16215,2017-11-15,2017-11-21,표준 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,FUR-BO-10004541,가구,책장,"Dania Library with Doors, Mobile",372218.4,1,0,63250.2,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,6994,IN-2017-31895,2017-02-18,2017-02-23,표준 배송,RD-19900,노나연,소비자,동구,대구광역시,대한민국,영남,FUR-CH-10001871,가구,의자,"Harbour Creations Steel Folding Chair, Set of Two",306428.4,3,0,18360,,최진수
영업 실적 2017년.xlsx/영업 실적 2017년,7011,IN-2017-78697,2017-09-15,2017-09-22,표준 배송,JD-16150,서상태,기업 고객,남동구,인천광역시,대한민국,수도권,OFF-LA-10001672,사무용품,라벨,"Avery Legal Exhibit Labels, Alphabetical",56916,5,0,6732,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7067,ID-2017-49311,2017-08-28,2017-09-04,표준 배송,HM-14860,이윤승,기업 고객,성남시,경기도,대한민국,수도권,OFF-ST-10001567,사무용품,수납용품,"Smead File Cart, Single Width",523994.4,8,0.5,-83844,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7068,ID-2017-49311,2017-08-28,2017-09-04,표준 배송,HM-14860,이윤승,기업 고객,성남시,경기도,대한민국,수도권,OFF-SU-10003515,사무용품,일반 사무용품,"Acme Shears, Serrated",47552.4,2,0.5,-37148.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7075,IN-2017-25070,2017-09-02,2017-09-07,표준 배송,MN-17935,배도현,소비자,김포시,경기도,대한민국,수도권,OFF-ST-10003295,사무용품,수납용품,"Tenex Lockers, Blue",1457631,7,0,378919.8,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7076,IN-2017-25070,2017-09-02,2017-09-07,표준 배송,MN-17935,배도현,소비자,김포시,경기도,대한민국,수도권,FUR-CH-10000974,가구,의자,"Harbour Creations Executive Leather Armchair, Black",483082.2,1,0,144921.6,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7077,IN-2017-25070,2017-09-02,2017-09-07,표준 배송,MN-17935,배도현,소비자,김포시,경기도,대한민국,수도권,OFF-ST-10004837,사무용품,수납용품,"Eldon File Cart, Single Width",782870.4,6,0,46818,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7078,IN-2017-25070,2017-09-02,2017-09-07,표준 배송,MN-17935,배도현,소비자,김포시,경기도,대한민국,수도권,TEC-PH-10002042,사무기기,전화기,"Cisco Audio Dock, Full Size",1122163.2,6,0,179377.2,Yes,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7090,ID-2017-40953,2017-07-05,2017-07-08,특급 배송,AA-10315,박만세,소비자,용인시,경기도,대한민국,수도권,OFF-SU-10003723,사무용품,일반 사무용품,"Elite Shears, High Speed",52745.22,2,0.45,-23999.58,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7091,ID-2017-40953,2017-07-05,2017-07-08,특급 배송,AA-10315,박만세,소비자,용인시,경기도,대한민국,수도권,OFF-LA-10000425,사무용품,라벨,"Avery Shipping Labels, Alphabetical",45828.09,7,0.45,-4294.71,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7092,ID-2017-40953,2017-07-05,2017-07-08,특급 배송,AA-10315,박만세,소비자,용인시,경기도,대한민국,수도권,TEC-AC-10004704,사무기기,악세사리,"SanDisk Numeric Keypad, USB",29822.76,1,0.45,-8702.64,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7093,ID-2017-40953,2017-07-05,2017-07-08,특급 배송,AA-10315,박만세,소비자,용인시,경기도,대한민국,수도권,OFF-SU-10001308,사무용품,일반 사무용품,"Fiskars Trimmer, Serrated",284427,13,0.45,-144799.2,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7110,IN-2017-35178,2017-11-12,2017-11-16,표준 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,OFF-EN-10001315,사무용품,봉투,"Jiffy Manila Envelope, Security-Tint",115912.8,4,0,23133.6,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,7111,IN-2017-35178,2017-11-12,2017-11-16,표준 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,TEC-CO-10001501,사무기기,복사기,"Canon Fax and Copier, Laser",390333.6,2,0,58507.2,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,7112,IN-2017-35178,2017-11-12,2017-11-16,표준 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,OFF-EN-10003550,사무용품,봉투,"Ames Mailers, Set of 50",109701,3,0,52601.4,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,7113,IN-2017-35178,2017-11-12,2017-11-16,표준 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,TEC-PH-10003713,사무기기,전화기,"Nokia Smart Phone, Cordless",5839857,9,0,1635049.8,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,7114,IN-2017-77885,2017-08-02,2017-08-07,표준 배송,JF-15565,사용성,소비자,평창군,강원도,대한민국,강원,TEC-AC-10003734,사무기기,악세사리,"Memorex Numeric Keypad, Erganomic",104817.24,4,0.45,1878.84,,박진석
영업 실적 2017년.xlsx/영업 실적 2017년,7115,IN-2017-77885,2017-08-02,2017-08-07,표준 배송,JF-15565,사용성,소비자,평창군,강원도,대한민국,강원,FUR-BO-10003086,가구,책장,"Safco Library with Doors, Traditional",258430.77,1,0.35,-35788.23,,박진석
영업 실적 2017년.xlsx/영업 실적 2017년,7116,IN-2017-77885,2017-08-02,2017-08-07,표준 배송,JF-15565,사용성,소비자,평창군,강원도,대한민국,강원,OFF-PA-10000048,사무용품,종이,"Xerox Memo Slips, Multicolor",25144.02,3,0.45,-19746.18,,박진석
영업 실적 2017년.xlsx/영업 실적 2017년,7120,IN-2017-61253,2017-04-03,2017-04-06,특급 배송,PC-18745,권영호,기업 고객,안산시,경기도,대한민국,수도권,OFF-LA-10001185,사무용품,라벨,"Harbour Creations Round Labels, 5000 Label Set",12089.448,2,0.17,3460.248,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7121,IN-2017-73244,2017-07-30,2017-08-02,특급 배송,NF-18475,남경화,홈 오피스,무안군,전라남도,대한민국,호남,OFF-SU-10000649,사무용품,일반 사무용품,"Fiskars Box Cutter, High Speed",108691.2,3,0,1009.8,,정신
영업 실적 2017년.xlsx/영업 실적 2017년,7134,IN-2017-43599,2017-06-03,2017-06-08,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,TEC-AC-10004487,사무기기,악세사리,"Memorex Router, Erganomic",995601.6,4,0,368301.6,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7135,IN-2017-43599,2017-06-03,2017-06-08,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-BI-10000721,사무용품,바인더,"Ibico Binder Covers, Recycled",114321.6,8,0,4406.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7136,IN-2017-43599,2017-06-03,2017-06-08,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,TEC-AC-10004938,사무기기,악세사리,"Belkin Mouse, Bluetooth",83048.4,2,0,11566.8,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7137,IN-2017-43599,2017-06-03,2017-06-08,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-LA-10002107,사무용품,라벨,"Harbour Creations Removable Labels, Laser Printer Compatible",31120.2,3,0,9914.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7138,IN-2017-43599,2017-06-03,2017-06-08,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-ST-10003017,사무용품,수납용품,"Tenex Box, Industrial",51958.8,3,0,7711.2,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7139,IN-2017-66678,2017-07-31,2017-08-05,표준 배송,DL-13495,고준휘,기업 고객,울진군,경상북도,대한민국,영남,OFF-AR-10003962,사무용품,필기구,"Binney & Smith Highlighters, Water Color",181488.6,9,0,77938.2,,최진수
영업 실적 2017년.xlsx/영업 실적 2017년,7149,ID-2017-54176,2017-05-04,2017-05-10,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-BI-10000168,사무용품,바인더,"Cardinal Hole Reinforcements, Recycled",15697.8,3,0.1,2570.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7150,ID-2017-54176,2017-05-04,2017-05-10,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-BI-10001399,사무용품,바인더,"Avery Binder Covers, Clear",28999.62,3,0.1,2194.02,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7151,ID-2017-54176,2017-05-04,2017-05-10,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-BI-10000168,사무용품,바인더,"Cardinal Hole Reinforcements, Recycled",15697.8,3,0.1,2570.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7152,ID-2017-54176,2017-05-04,2017-05-10,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-LA-10004430,사무용품,라벨,"Avery Shipping Labels, Laser Printer Compatible",32634.9,3,0.1,13356.9,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7191,IN-2017-39861,2017-12-31,2018-01-05,표준 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-ST-10001694,사무용품,수납용품,"Smead Folders, Blue",32111.64,2,0.1,7815.24,,금나나
영업 실적 2017년.xlsx/영업 실적 2017년,7212,IN-2017-15270,2017-01-26,2017-01-31,표준 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,영남,OFF-ST-10004365,사무용품,수납용품,"Fellowes Shelving, Wire Frame",144540.018,3,0.17,52189.218,,최진수
영업 실적 2017년.xlsx/영업 실적 2017년,7233,IN-2017-20387,2017-10-13,2017-10-19,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,OFF-ST-10000344,사무용품,수납용품,"Fellowes Box, Industrial",92534.4,5,0.1,17411.4,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7234,IN-2017-20387,2017-10-13,2017-10-19,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,OFF-LA-10003381,사무용품,라벨,"Novimex Removable Labels, Laser Printer Compatible",26686.26,3,0.1,11814.66,,김성식
영업 실적 2017년.xlsx/영업 실적 2017년,7235,IN-2017-20387,2017-10-13,2017-10-19,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,TEC-MA-10002039,사무기기,전산기기,"Panasonic Calculator, Wireless",92314.08,2,0.1,4063.68,,김성식
